DimCardID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,AgeGroup
5808,676300426084,flazz,Jais Natsir,F,2002,Young Adult (18-35)
5809,3587496499432057,dki,Ina Purwanti,M,2004,Young Adult (18-35)
5810,4499755614419,online,Jumadi Mayasari,F,2002,Young Adult (18-35)
5811,2624300222698355,dki,Banara Pertiwi,M,1990,Young Adult (18-35)
5812,213158992078096,emoney,Dina Firgantoro,F,1981,Middle Age (36-55)
5813,348154783913235,emoney,Rahmi Wacana,M,1979,Middle Age (36-55)
5814,4420156493397046041,brizzi,Melinda Rahmawati,F,1995,Young Adult (18-35)
5815,344220214855495,emoney,Ir. Puspa Hutapea,M,1974,Middle Age (36-55)
5816,4782665178397,online,Bakda Putra,M,1992,Young Adult (18-35)
5817,6011503459830474,dki,"R.A. Kayla Hastuti, S.Ked",M,1993,Young Adult (18-35)
5818,676318155923,flazz,Tantri Permadi,F,1987,Middle Age (36-55)
5819,3572556619638433,dki,"dr. Harjasa Saptono, S.Psi",M,1994,Young Adult (18-35)
5820,30126472120796,bni,Drs. Vanesa Wacana,M,1997,Young Adult (18-35)
5821,30039739357202,bni,"Drs. Aditya Saputra, S.Ked",F,1987,Middle Age (36-55)
5822,676248478395,flazz,"Dr. Cawisadi Suryono, S.Gz",F,1984,Middle Age (36-55)
5823,502052068579,flazz,Panca Hakim,M,1982,Middle Age (36-55)
5824,3513929104516400,dki,"Unjani Winarsih, S.H.",M,1981,Middle Age (36-55)
5825,4296055128342398594,brizzi,"Farhunnisa Mahendra, S.Pt",M,1989,Middle Age (36-55)
5826,4775964264083827,dki,Daruna Siregar,M,1995,Young Adult (18-35)
5827,576224309814,flazz,Sutan Bakda Mahendra,M,2009,Youth (<18)
5828,4553462017904447,dki,"Cakrabuana Natsir, S.H.",F,1988,Middle Age (36-55)
5829,4341024231598554977,brizzi,"Laras Mayasari, S.Sos",F,1991,Young Adult (18-35)
5830,3599527361441440,dki,Emin Halim,M,1970,Middle Age (36-55)
5831,4172591702675051,dki,Prayogo Wijayanti,M,1989,Middle Age (36-55)
5832,6506401904324320,dki,Dina Putra,M,1970,Middle Age (36-55)
5833,566398716050,flazz,Ihsan Rahayu,M,1971,Middle Age (36-55)
5834,6011965022549131,dki,Ika Manullang,F,1971,Middle Age (36-55)
5835,345219250864634,emoney,"Gaduh Pertiwi, S.E.I",F,2008,Youth (<18)
5836,3507307343380912,dki,Wani Kuswoyo,F,1986,Middle Age (36-55)
5837,6515179414741527,dki,"Devi Tampubolon, S.E.I",F,1987,Middle Age (36-55)
5838,180072944904995,emoney,Gilang Mustofa,F,1981,Middle Age (36-55)
5839,5533780247092085,dki,Prabawa Pradipta,M,1996,Young Adult (18-35)
5840,4247902493861448990,brizzi,Usyi Novitasari,F,1985,Middle Age (36-55)
5841,4561681517031916048,brizzi,Hadi Palastri,F,2010,Youth (<18)
5842,38471049758807,bni,Cici Sirait,F,1988,Middle Age (36-55)
5843,587016450203,flazz,Anita Permadi,F,1971,Middle Age (36-55)
5844,348554100440335,emoney,Garang Hartati,M,1981,Middle Age (36-55)
5845,30177144530318,bni,"R. Amalia Safitri, S.I.Kom",F,1998,Young Adult (18-35)
5846,340532431411751,emoney,drg. Ida Prasetyo,M,1954,Senior (>55)
5847,4529722009895140079,brizzi,Gasti Irawan,F,2009,Youth (<18)
5848,4640470061699602,dki,"Hj. Kiandra Dongoran, M.Kom.",F,2002,Young Adult (18-35)
5849,4432286452009,online,Ir. Clara Zulaika,F,2002,Young Adult (18-35)
5850,213139203292379,emoney,Siti Zulaika,M,1973,Middle Age (36-55)
5851,213103377683524,emoney,Ade Zulaika,M,1984,Middle Age (36-55)
5852,3581831851552314,dki,Silvia Nababan,F,1974,Middle Age (36-55)
5853,36111557395616,bni,Prabawa Laksita,M,1986,Middle Age (36-55)
5854,2246119205471814,dki,"Cahyadi Prasasta, S.I.Kom",M,2002,Young Adult (18-35)
5855,3539720162314006,dki,Sutan Bajragin Irawan,M,1968,Senior (>55)
5856,3568571527906232,dki,Vanya Nasyidah,M,2006,Young Adult (18-35)
5857,30463075864995,bni,"Sakura Permadi, S.I.Kom",F,1955,Senior (>55)
5858,4744403625306062,dki,Karna Sihotang,M,1991,Young Adult (18-35)
5859,180022585419688,emoney,"Puti Ratna Laksita, S.E.",F,1993,Young Adult (18-35)
5860,213181314394140,emoney,Karya Budiman,F,1988,Middle Age (36-55)
5861,2493566738435353,dki,dr. Ajeng Habibi,F,2010,Youth (<18)
5862,2256048398503868,dki,"R.M. Bakiadi Rahayu, S.Psi",F,1998,Young Adult (18-35)
5863,4594086767260329,dki,dr. Cengkal Mangunsong,F,1981,Middle Age (36-55)
5864,4006119332627342,dki,"Hartana Kuswoyo, S.Pd",M,1983,Middle Age (36-55)
5865,38357183066075,bni,Panji Jailani,F,1983,Middle Age (36-55)
5866,2712645101556303,dki,Amelia Hakim,F,1987,Middle Age (36-55)
5867,370849389327380,emoney,"Ellis Suryatmi, M.TI.",M,1984,Middle Age (36-55)
5868,589462606866,flazz,"Hamima Natsir, M.TI.",F,1990,Young Adult (18-35)
5869,3577095830579204,dki,"Dr. Kurnia Aryani, M.Ak",M,1983,Middle Age (36-55)
5870,3553993293733177,dki,Drs. Shania Saputra,F,1981,Middle Age (36-55)
5871,3540751655094851,dki,Violet Yulianti,F,2002,Young Adult (18-35)
5872,4027141363360622,dki,Yani Ardianto,F,1996,Young Adult (18-35)
5873,4082574475334311,dki,Naradi Latupono,F,1992,Young Adult (18-35)
5874,4709198535176867744,brizzi,Mutia Rajata,M,1971,Middle Age (36-55)
5875,2380092208331093,dki,Usyi Suartini,F,1997,Young Adult (18-35)
5876,2250689401358604,dki,Faizah Sihombing,F,2003,Young Adult (18-35)
5877,213196841352122,emoney,Bakiono Latupono,F,1994,Young Adult (18-35)
5878,6596291192953497,dki,"Ir. Balamantri Lestari, S.E.",M,1980,Middle Age (36-55)
5879,371941657772832,emoney,Harja Wahyuni,F,1989,Middle Age (36-55)
5880,4998780459919431416,brizzi,"Dt. Bambang Siregar, S.Ked",M,2005,Young Adult (18-35)
5881,180028663251190,emoney,Anita Nashiruddin,F,1988,Middle Age (36-55)
5882,4393821505753034,dki,Paulin Kusumo,F,1998,Young Adult (18-35)
5883,4241525576595786,dki,"Lalita Dabukke, M.M.",M,1981,Middle Age (36-55)
5884,4195766777969,online,"R. Novi Rahimah, S.T.",F,1988,Middle Age (36-55)
5885,3525433219595348,dki,drg. Ira Pradipta,M,1999,Young Adult (18-35)
5886,2442133628031123,dki,Cawuk Anggraini,F,1984,Middle Age (36-55)
5887,4977780335330981680,brizzi,"Umi Tarihoran, S.E.I",F,1988,Middle Age (36-55)
5888,4879972963086954,dki,"Zulaikha Damanik, S.E.I",F,1985,Middle Age (36-55)
5889,341911424262687,emoney,Kenari Puspasari,F,2011,Youth (<18)
5890,4038610882911666,dki,"Kamidin Siregar, M.Pd",F,1991,Young Adult (18-35)
5891,374066680639233,emoney,R.A. Hesti Putra,M,1980,Middle Age (36-55)
5892,4944326092207,online,R. Carub Sihombing,M,1990,Young Adult (18-35)
5893,4428417542160272,dki,"Bahuwarna Padmasari, S.I.Kom",M,1985,Middle Age (36-55)
5894,4258498744630,online,Wira Pertiwi,M,1994,Young Adult (18-35)
5895,6011867419089418,dki,"R. Wasis Tamba, S.Ked",M,1974,Middle Age (36-55)
5896,3531394807422257,dki,Okto Nuraini,M,1986,Middle Age (36-55)
5897,4366884751158,online,Puspa Uwais,F,1981,Middle Age (36-55)
5898,2716299403785677,dki,Warji Prasetyo,F,1977,Middle Age (36-55)
5899,180072281974833,emoney,H. Gaiman Riyanti,M,1969,Senior (>55)
5900,4293585175697638,dki,"drg. Kemba Usada, S.I.Kom",M,2007,Young Adult (18-35)
5901,4923778260546678219,brizzi,"Zamira Wacana, S.I.Kom",F,1999,Young Adult (18-35)
5902,3598093161389959,dki,Cut Zelda Pradipta,M,1995,Young Adult (18-35)
5903,503805017996,flazz,Dariati Aryani,F,1987,Middle Age (36-55)
5904,3599305349364657,dki,Fitria Napitupulu,F,2004,Young Adult (18-35)
5905,4852211101599198711,brizzi,Kardi Maryadi,F,2000,Young Adult (18-35)
5906,581130552259,flazz,dr. Dalima Halim,M,1982,Middle Age (36-55)
5907,2273660547421542,dki,Dr. Mumpuni Salahudin,F,1994,Young Adult (18-35)
5908,4853362941712691,dki,Bagus Marbun,F,1993,Young Adult (18-35)
5909,213187463999688,emoney,"R. Maya Kusmawati, S.T.",F,1969,Senior (>55)
5910,3581166995420072,dki,R.M. Karna Novitasari,M,2003,Young Adult (18-35)
5911,4665366476753390604,brizzi,"Devi Waskita, M.TI.",M,1990,Young Adult (18-35)
5912,371921892976257,emoney,"Jaka Padmasari, M.Pd",M,2004,Young Adult (18-35)
5913,3520076499650245,dki,"Nilam Maheswara, S.Pt",F,1983,Middle Age (36-55)
5914,38991474945959,bni,R. Adikara Prayoga,F,1982,Middle Age (36-55)
5915,180058412451387,emoney,"Manah Pangestu, M.Farm",M,1994,Young Adult (18-35)
5916,6502085690938346,dki,Gasti Lailasari,F,2004,Young Adult (18-35)
5917,4560616374896327248,brizzi,Kairav Ardianto,F,1996,Young Adult (18-35)
5918,3535158047702984,dki,Gamblang Laksmiwati,F,2012,Youth (<18)
5919,347121251926800,emoney,"Jane Maulana, S.H.",M,1980,Middle Age (36-55)
5920,379410123520474,emoney,"Diana Palastri, S.Kom",M,2005,Young Adult (18-35)
5921,4764825488582718422,brizzi,Syahrini Tarihoran,F,1980,Middle Age (36-55)
5922,4002759687356171,dki,Zulfa Hariyah,M,2006,Young Adult (18-35)
5923,4589498261504796751,brizzi,Icha Mangunsong,F,1991,Young Adult (18-35)
5924,4995509276652,online,Cut Faizah Tampubolon,M,2005,Young Adult (18-35)
5925,342456510093645,emoney,dr. Harjaya Firgantoro,F,2004,Young Adult (18-35)
5926,4057797739816283,dki,Lanjar Rahimah,M,1964,Senior (>55)
5927,180004967680657,emoney,Cengkir Handayani,M,1965,Senior (>55)
5928,38981701521491,bni,Cemeti Haryanto,M,1994,Young Adult (18-35)
5929,2278626332805533,dki,"Anita Melani, S.Pt",F,2008,Youth (<18)
5930,4047748797991990,dki,Suci Marpaung,M,1982,Middle Age (36-55)
5931,4834769427431985658,brizzi,Capa Halim,M,1986,Middle Age (36-55)
5932,4988986793157692,dki,Hamzah Maheswara,F,1985,Middle Age (36-55)
5933,370294306454472,emoney,"Tgk. Parman Winarsih, M.M.",M,2001,Young Adult (18-35)
5934,2543008872218097,dki,Drs. Ganda Putra,F,1991,Young Adult (18-35)
5935,6011985709119024,dki,"Ilsa Winarsih, S.E.I",M,2006,Young Adult (18-35)
5936,4502417179260691,dki,Kariman Rahayu,M,2000,Young Adult (18-35)
5937,3519782910023408,dki,Drs. Dwi Laksmiwati,F,1987,Middle Age (36-55)
5938,4483086564479515443,brizzi,"Hairyanto Prastuti, M.Pd",M,1971,Middle Age (36-55)
5939,4893417756505804,dki,Hilda Laksmiwati,F,2002,Young Adult (18-35)
5940,30484606386902,bni,KH. Warsita Kusumo,M,1981,Middle Age (36-55)
5941,4135679844659267836,brizzi,"Ir. Lili Wacana, M.Farm",M,1993,Young Adult (18-35)
5942,213193123921583,emoney,Puti Almira Mustofa,M,2012,Youth (<18)
5943,4265763355244206355,brizzi,"dr. Balidin Wacana, S.T.",F,1994,Young Adult (18-35)
5944,4305748825510116,dki,Dadi Tarihoran,F,1993,Young Adult (18-35)
5945,4817467386555449679,brizzi,Tiara Dabukke,M,1996,Young Adult (18-35)
5946,180049673111018,emoney,Jail Kurniawan,F,1997,Young Adult (18-35)
5947,30103061670861,bni,"Padmi Yuniar, S.Pt",M,2005,Young Adult (18-35)
5948,3533045131611506,dki,Ilsa Napitupulu,M,1981,Middle Age (36-55)
5949,3576460724649888,dki,"Tgk. Nadia Prasetyo, S.Kom",F,2008,Youth (<18)
5950,4316645102650238711,brizzi,"R.A. Intan Saragih, S.T.",M,1992,Young Adult (18-35)
5951,3517536403606075,dki,Ivan Susanti,F,1987,Middle Age (36-55)
5952,630447688163,flazz,Ulya Uyainah,F,1987,Middle Age (36-55)
5953,6011469026016460,dki,"Tgk. Galang Napitupulu, S.E.",F,2012,Youth (<18)
5954,4616347901126295,dki,"Drs. Belinda Mahendra, S.I.Kom",F,2007,Young Adult (18-35)
5955,4277649452891437,dki,Nyoman Maryadi,M,1992,Young Adult (18-35)
5956,213114605648981,emoney,"Drs. Ophelia Marpaung, M.Pd",F,1977,Middle Age (36-55)
5957,4812400133450496,dki,H. Cagak Aryani,F,2001,Young Adult (18-35)
5958,6517203717953429,dki,Jail Tarihoran,M,1980,Middle Age (36-55)
5959,4273744311464,online,Siska Usamah,M,1982,Middle Age (36-55)
5960,4541003324539529,dki,Laksana Nashiruddin,M,1962,Senior (>55)
5961,4634891864127694506,brizzi,Uda Nasyidah,F,1974,Middle Age (36-55)
5962,213187173762335,emoney,Drs. Yoga Susanti,F,1986,Middle Age (36-55)
5963,588557014259,flazz,"Cut Ami Laksmiwati, S.H.",F,1993,Young Adult (18-35)
5964,6011454981503876,dki,Rangga Hartati,F,1996,Young Adult (18-35)
5965,180014422592967,emoney,Hj. Vanya Maulana,M,1995,Young Adult (18-35)
5966,6550260602072499,dki,Ridwan Hakim,F,1986,Middle Age (36-55)
5967,38864126341085,bni,Nyoman Nurdiyanti,M,1991,Young Adult (18-35)
5968,376509479468007,emoney,"Julia Hutapea, M.Ak",F,2004,Young Adult (18-35)
5969,4377845961001218999,brizzi,Eko Mardhiyah,F,2002,Young Adult (18-35)
5970,3525492089793433,dki,Dr. Rafi Winarsih,M,1976,Middle Age (36-55)
5971,3525996576840358,dki,Halima Marpaung,F,1996,Young Adult (18-35)
5972,4052029666957293,dki,Dinda Suryatmi,F,1987,Middle Age (36-55)
5973,341357799861242,emoney,Raditya Habibi,M,2002,Young Adult (18-35)
5974,4792977024239595,dki,Bella Hakim,F,2002,Young Adult (18-35)
5975,6589226339597236,dki,Drs. Devi Purwanti,M,1996,Young Adult (18-35)
5976,6586088107656609,dki,Nabila Irawan,M,1986,Middle Age (36-55)
5977,4365837977251277,dki,Nasab Firgantoro,M,1987,Middle Age (36-55)
5978,4527643717859964,dki,"Cut Ulya Budiyanto, S.Farm",F,1987,Middle Age (36-55)
5979,4114492410910154211,brizzi,"Zelda Handayani, M.TI.",F,1991,Young Adult (18-35)
5980,630490655051,flazz,KH. Capa Prasasta,M,1971,Middle Age (36-55)
5981,501837168852,flazz,Jasmin Haryanti,M,1993,Young Adult (18-35)
5982,3570631830812224,dki,R. Yuliana Widodo,F,1977,Middle Age (36-55)
5983,4556953376555298,dki,Dr. Silvia Latupono,F,1991,Young Adult (18-35)
5984,4519827790230754154,brizzi,Dr. Cindy Pradana,M,1996,Young Adult (18-35)
5985,4213959055797643,dki,"dr. Putri Hidayanto, M.TI.",F,1998,Young Adult (18-35)
5986,375665705718457,emoney,Widya Tarihoran,F,1987,Middle Age (36-55)
5987,676354322841,flazz,Tiara Kusmawati,F,2002,Young Adult (18-35)
5988,30535963659403,bni,Mala Firgantoro,F,1983,Middle Age (36-55)
5989,3511013622025368,dki,R. Nurul Jailani,M,2006,Young Adult (18-35)
5990,4558382184675633906,brizzi,Dimas Siregar,M,1996,Young Adult (18-35)
5991,213122884912762,emoney,Yuliana Nasyiah,F,1993,Young Adult (18-35)
5992,4153898835816434,dki,R.A. Calista Natsir,M,1992,Young Adult (18-35)
5993,4257061090568640261,brizzi,"Ellis Haryanti, M.Farm",F,1986,Middle Age (36-55)
5994,4089546647145125,dki,R.A. Zahra Saragih,F,1996,Young Adult (18-35)
5995,4400886592284,online,Siska Mardhiyah,F,1998,Young Adult (18-35)
5996,6552959214977965,dki,Cut Azalea Gunarto,F,2011,Youth (<18)
5997,375419108863001,emoney,Tgk. Baktianto Siregar,F,1997,Young Adult (18-35)
5998,560721846569,flazz,Tgk. Edi Palastri,F,2008,Youth (<18)
5999,501864051161,flazz,"Tgk. Danu Saputra, S.Ked",F,1993,Young Adult (18-35)
6000,4017748534469777,dki,Usyi Kusumo,M,2012,Youth (<18)
6001,4984745118287364971,brizzi,"Dt. Asmianto Wibowo, S.Ked",F,1990,Young Adult (18-35)
6002,4186097880792932727,brizzi,Tgk. Harjaya Andriani,M,1956,Senior (>55)
6003,4000313536773699,dki,Ayu Dabukke,F,2002,Young Adult (18-35)
6004,4458167099264570,dki,Mulyono Widiastuti,M,1995,Young Adult (18-35)
6005,4527404600284342703,brizzi,Hamima Permata,M,1986,Middle Age (36-55)
6006,4778618435777,online,H. Harjaya Mardhiyah,M,2012,Youth (<18)
6007,560600654670,flazz,Sadina Anggriawan,F,1995,Young Adult (18-35)
6008,4480571589042929,dki,Kairav Susanti,M,1969,Senior (>55)
6009,4865153982502265404,brizzi,Salman Purwanti,F,1990,Young Adult (18-35)
6010,36294862812796,bni,Cakrabuana Saputra,F,1988,Middle Age (36-55)
6011,4204454427711,online,Ilyas Haryanto,M,1981,Middle Age (36-55)
6012,4278072887470835,dki,Langgeng Santoso,M,1996,Young Adult (18-35)
6013,675980266018,flazz,"Kajen Sitorus, S.Gz",M,1968,Senior (>55)
6014,676264615813,flazz,Estiawan Tampubolon,F,1987,Middle Age (36-55)
6015,4076173309187561,dki,Rahmi Mayasari,M,1974,Middle Age (36-55)
6016,346002815584601,emoney,"Drs. Caturangga Rahimah, S.Kom",M,1993,Young Adult (18-35)
6017,4799902495732143726,brizzi,Nurul Sinaga,F,1984,Middle Age (36-55)
6018,30597748791844,bni,dr. Paris Laksita,F,1995,Young Adult (18-35)
6019,2283940097509914,dki,Tgk. Jarwa Puspasari,M,2008,Youth (<18)
6020,3509615664850737,dki,Ajiono Halim,F,1987,Middle Age (36-55)
6021,3517584307597404,dki,Cinthia Hidayanto,F,2002,Young Adult (18-35)
6022,377024392404799,emoney,Hasan Rahmawati,F,1981,Middle Age (36-55)
6023,3562670976018659,dki,"Makara Ramadan, S.Kom",F,1989,Middle Age (36-55)
6024,3554629526654165,dki,Rahman Saefullah,F,1987,Middle Age (36-55)
6025,3541091696366482,dki,Unjani Maheswara,M,1998,Young Adult (18-35)
6026,2700532604163916,dki,"Vanya Mayasari, S.Psi",F,2011,Youth (<18)
6027,4103034742254060,dki,"Zelda Aryani, M.Ak",F,2011,Youth (<18)
6028,30400821684665,bni,Putri Thamrin,F,2004,Young Adult (18-35)
6029,501856720203,flazz,Puji Nuraini,F,1979,Middle Age (36-55)
6030,630486088234,flazz,Bambang Aryani,M,1987,Middle Age (36-55)
6031,4200380210676843,dki,"Siti Wijaya, M.Pd",M,2000,Young Adult (18-35)
6032,4427445232465749623,brizzi,Galak Hidayanto,M,1990,Young Adult (18-35)
6033,503834292495,flazz,"drg. Sari Novitasari, S.Sos",F,2004,Young Adult (18-35)
6034,4899859404291572,dki,Kanda Hakim,M,1975,Middle Age (36-55)
6035,4473487472792,online,Puji Permata,M,1982,Middle Age (36-55)
6036,4935921470872952,dki,Vanya Mandasari,F,1989,Middle Age (36-55)
6037,376391066627125,emoney,Kayun Yolanda,F,1976,Middle Age (36-55)
6038,630469169654,flazz,"Cemplunk Yolanda, S.Gz",M,1975,Middle Age (36-55)
6039,4193209003335767267,brizzi,Maman Prakasa,F,1985,Middle Age (36-55)
6040,4954921540119430,dki,"R.M. Jumadi Uwais, S.Ked",M,2001,Young Adult (18-35)
6041,4236710220592184783,brizzi,Aurora Mandala,M,1968,Senior (>55)
6042,30480982156463,bni,Queen Damanik,M,1992,Young Adult (18-35)
6043,4517806135020665,dki,"Laras Permata, S.Sos",M,1992,Young Adult (18-35)
6044,6011592081090219,dki,Endah Waluyo,F,1990,Young Adult (18-35)
6045,38963930006288,bni,"Endah Permadi, S.Gz",M,1973,Middle Age (36-55)
6046,348393209816685,emoney,Tgk. Artanto Samosir,M,1975,Middle Age (36-55)
6047,6571321808595140,dki,Cici Usada,M,1978,Middle Age (36-55)
6048,3585632437068296,dki,"Hafshah Aryani, M.TI.",F,1985,Middle Age (36-55)
6049,180034621458984,emoney,Michelle Marbun,F,2003,Young Adult (18-35)
6050,30113013205807,bni,Nabila Farida,F,1991,Young Adult (18-35)
6051,213120937834777,emoney,Kariman Situmorang,F,1981,Middle Age (36-55)
6052,6575465892550523,dki,Zulaikha Nababan,M,1965,Senior (>55)
6053,6502833260900992,dki,Melinda Prastuti,F,1947,Senior (>55)
6054,503847678052,flazz,Baktiadi Waluyo,F,2009,Youth (<18)
6055,564000790167,flazz,Kanda Jailani,F,1987,Middle Age (36-55)
6056,639087228453,flazz,"Ir. Jelita Winarno, S.Sos",F,1990,Young Adult (18-35)
6057,4066192405918929,dki,Prima Sihotang,M,2005,Young Adult (18-35)
6058,3559902541388258,dki,Baktiadi Wahyuni,F,2011,Youth (<18)
6059,4763025892729860,dki,Cahyanto Setiawan,M,1998,Young Adult (18-35)
6060,2233521642668867,dki,Karen Manullang,F,1995,Young Adult (18-35)
6061,346311500460674,emoney,"Vicky Narpati, S.I.Kom",F,2007,Young Adult (18-35)
6062,4242996228908,online,"Wahyu Aryani, M.TI.",M,1990,Young Adult (18-35)
6063,639021104257,flazz,"Ir. Farhunnisa Budiyanto, S.E.",M,1992,Young Adult (18-35)
6064,4555032761537,online,"Dr. Cawisadi Sitompul, S.I.Kom",M,1994,Young Adult (18-35)
6065,6011215563286085,dki,drg. Latif Nasyidah,F,2004,Young Adult (18-35)
6066,4316284315567,online,Michelle Mandala,F,2003,Young Adult (18-35)
6067,6587754928234624,dki,"Ade Mansur, S.Ked",F,1988,Middle Age (36-55)
6068,4783673982682851136,brizzi,"Bakti Hasanah, S.T.",M,1983,Middle Age (36-55)
6069,3514875246734469,dki,Yance Uwais,F,1965,Senior (>55)
6070,676138990236,flazz,Perkasa Padmasari,F,1969,Senior (>55)
6071,4620711830735233,dki,Yulia Latupono,F,1990,Young Adult (18-35)
6072,3597370323365346,dki,Hj. Septi Aryani,M,1994,Young Adult (18-35)
6073,3510682298317456,dki,Sarah Farida,F,1972,Middle Age (36-55)
6074,676336784035,flazz,Diah Ardianto,M,1998,Young Adult (18-35)
6075,4936511148719179,dki,Pandu Waluyo,F,2010,Youth (<18)
6076,4505183010675128,dki,Endah Zulkarnain,M,2010,Youth (<18)
6077,2246548515369302,dki,Simon Wasita,M,2004,Young Adult (18-35)
6078,4621152850943601271,brizzi,Empluk Hutagalung,M,1982,Middle Age (36-55)
6079,3549069744748218,dki,Eman Salahudin,M,1984,Middle Age (36-55)
6080,676200687736,flazz,R.A. Calista Handayani,M,1976,Middle Age (36-55)
6081,30039041370133,bni,Icha Pradipta,M,1976,Middle Age (36-55)
6082,2298932089366463,dki,Digdaya Firgantoro,M,1978,Middle Age (36-55)
6083,3524091513111104,dki,Cagak Oktaviani,M,1975,Middle Age (36-55)
6084,213164016215052,emoney,Julia Tamba,F,1972,Middle Age (36-55)
6085,2496673191798926,dki,Mila Yuniar,M,2001,Young Adult (18-35)
6086,4921358053586120875,brizzi,Drs. Gina Utama,M,1999,Young Adult (18-35)
6087,4488192337480410,dki,Safina Gunawan,F,1985,Middle Age (36-55)
6088,3562630734688235,dki,Mustofa Prasetya,F,1980,Middle Age (36-55)
6089,5300435957541257,dki,"Ir. Oni Agustina, M.Pd",M,1986,Middle Age (36-55)
6090,6011022229401789,dki,Puti Halima Hastuti,F,1986,Middle Age (36-55)
6091,4885651542329539,dki,"R.A. Azalea Salahudin, M.Pd",F,1983,Middle Age (36-55)
6092,639028487713,flazz,"dr. Kayla Saputra, M.Pd",F,2009,Youth (<18)
6093,343894240711897,emoney,dr. Janet Hidayat,F,2010,Youth (<18)
6094,6011863323672282,dki,"Ir. Arta Hariyah, M.Farm",M,1997,Young Adult (18-35)
6095,4916664899928917371,brizzi,Cengkir Winarsih,F,1981,Middle Age (36-55)
6096,60418279786,flazz,Eka Sitorus,F,2002,Young Adult (18-35)
6097,4280543318285,online,Kania Zulkarnain,F,1982,Middle Age (36-55)
6098,4972306265147238,dki,"Dr. Anggabaya Sinaga, S.T.",F,2005,Young Adult (18-35)
6099,3543548173689395,dki,"Ir. Karya Permadi, S.T.",F,2001,Young Adult (18-35)
6100,378776180900911,emoney,"Ozy Prakasa, M.Pd",M,1990,Young Adult (18-35)
6101,4995249004380,online,"Asirwada Tampubolon, S.Pd",F,2005,Young Adult (18-35)
6102,4004281163417860602,brizzi,Agnes Napitupulu,F,1981,Middle Age (36-55)
6103,6011665570837439,dki,"drg. Yoga Dongoran, S.Farm",F,1999,Young Adult (18-35)
6104,4208738462892685,dki,Garan Hutapea,F,1991,Young Adult (18-35)
6105,4515296576354790540,brizzi,Ida Halim,M,1994,Young Adult (18-35)
6106,501818293232,flazz,Qori Prasetya,M,1977,Middle Age (36-55)
6107,4283105303550658,dki,Cornelia Jailani,M,1985,Middle Age (36-55)
6108,340082430245800,emoney,Nurul Marpaung,F,2001,Young Adult (18-35)
6109,6011414951065041,dki,Naradi Dabukke,M,1987,Middle Age (36-55)
6110,6011429300847527,dki,Panji Pertiwi,F,1968,Senior (>55)
6111,4407065322081643705,brizzi,Eman Saputra,F,2001,Young Adult (18-35)
6112,30585292111089,bni,Kasiran Nashiruddin,F,1984,Middle Age (36-55)
6113,4218840694426403,dki,Alika Saptono,F,1982,Middle Age (36-55)
6114,3546509005274506,dki,Ida Novitasari,F,1997,Young Adult (18-35)
6115,372961074218804,emoney,"Dr. Ratih Manullang, S.H.",M,1968,Senior (>55)
6116,4087508786736835,dki,Rahmi Tarihoran,F,1991,Young Adult (18-35)
6117,347753244686669,emoney,Capa Marpaung,M,1989,Middle Age (36-55)
6118,4286496434487556,dki,R. Jasmani Tamba,M,1993,Young Adult (18-35)
6119,4988841341706,online,"Hj. Faizah Maryadi, S.Gz",M,1987,Middle Age (36-55)
6120,3534801520671033,dki,Cawisono Waskita,F,1993,Young Adult (18-35)
6121,213122330687273,emoney,Gaiman Kuswandari,M,2000,Young Adult (18-35)
6122,4848857611631244,dki,Patricia Nababan,F,1994,Young Adult (18-35)
6123,213131962453573,emoney,"Mala Waluyo, S.Ked",M,2010,Youth (<18)
6124,4314105785555,online,Ilsa Astuti,F,2005,Young Adult (18-35)
6125,4116992968037086,dki,Drajat Dongoran,M,1988,Middle Age (36-55)
6126,4167096726954521,dki,Tgk. Farah Nashiruddin,M,1993,Young Adult (18-35)
6127,3511912854929207,dki,R.A. Vivi Adriansyah,F,1981,Middle Age (36-55)
6128,180017875093391,emoney,Hj. Kayla Anggraini,F,2001,Young Adult (18-35)
6129,4588286666894115,dki,Kasim Laksita,F,2002,Young Adult (18-35)
6130,4007666682816193750,brizzi,KH. Digdaya Suryono,F,1947,Senior (>55)
6131,2701046022539010,dki,Belinda Wacana,F,1968,Senior (>55)
6132,4589437380926335263,brizzi,"Radika Najmudin, S.Kom",M,1995,Young Adult (18-35)
6133,639095827072,flazz,"R. Yessi Wibowo, S.T.",M,1993,Young Adult (18-35)
6134,344739972777971,emoney,Nadine Pranowo,F,1985,Middle Age (36-55)
6135,2268562592027371,dki,Gina Irawan,F,1995,Young Adult (18-35)
6136,630478402450,flazz,Olga Haryanto,F,1984,Middle Age (36-55)
6137,4269038225386,online,Kariman Wulandari,M,1981,Middle Age (36-55)
6138,30363731495954,bni,Purwa Melani,F,2000,Young Adult (18-35)
6139,4271384993450,online,Dasa Suryatmi,F,1993,Young Adult (18-35)
6140,372171624103486,emoney,"Lala Novitasari, M.Kom.",M,1966,Senior (>55)
6141,3553553255651369,dki,Gilang Kuswandari,M,1973,Middle Age (36-55)
6142,376506862274034,emoney,Kawaya Utama,M,1992,Young Adult (18-35)
6143,4099579386651035,dki,dr. Diah Winarsih,F,1987,Middle Age (36-55)
